conabio_id,clave_original,tipo_alimento,food_type,descripcion_alimento,food_description,procedencia,referencias_ids,taxon_id,taxon,categoria,estatus,fuente,nombre_autoridad,cites,Ácido ascórbico,Ácido  láurico,Ácido araquídico,Ácido aspártico,Ácido behénico,Ácido Butírico,Ácido caprico,Ácido caprílico,Ácido caproico,Ácido cis-10-heptadecanoico,Ácido cis-11-eicosenoico,Ácido cis-11;14-eicosatrienoico,Ácido cis-11;14;17-eicosatrienoico,Ácido elaídico,Ácido esteárico,Ácido glutámico,Ácido heneicosanoico,Ácido heptadecanoico,Ácido lignocérico,Ácido linoleico,Ácido linolénico,Ácido mirístico,Ácido oleico,Ácido palmítico,Ácido palmitoleico,Ácido pentadecanoico,Ácido tricosanoico,Ácido undecanoico,Ácido y-linolénico,Ácidos grasos saturados,Alanina,Almidón,Aminoácidos aromáticos totales,Aminoácidos azufrados totales,Arginina,Azúcares,Beta carotenos,Calcio,Carotenos,Cenizas,Cisteína,Cobre,Colesterol,Energía,Extracto etéreo,Fenilalanina,Fibra bruta,Fibra dietaria insoluble,Fibra dietaria total,Fósforo,Glicina,Hidratos de carbono,Hierro,Histidina,Humedad,Isoleucina,Lactosa,Leucina,Lisina,Litio,Magnesio,Manganeso,Metionina,Niacina,Polisacáridos no amiláceos insolubles,Polisacáridos no amiláceos totales,Porción comestible,Potasio,Prolina,Proteína bruta,Riboflavina (Vitamina B2),Selenio,Serina,Sodio,Tiamina (Vitamina B1),Tirosina,Treonina,Triptófano,Valina,Vitamina A,Zinc,Similar abajo?,Similar arriba?,Check for similar items,Columnas sin macro o micronutrientes,Columnas con macro o micronutrientes
2578,324,SEMILLAS DE CEREALES Y DERIVADOS,MISCELLANEOUS,"Trigo Pasta Para Sopa, Tallarines Con Albóndigas (Pasta Larga) - Wheat (Soup) Pasta, Noodle  with Meatballs (Short Pasta)","Wheat (Soup) Pasta, Noodle  with Meatballs (Short Pasta)","Cocina Económica Alcaldía Cuajimalpa 1, El Molino, Rosa Torres","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31 g,,,,187.65 kcal,7.47 g,,0 g,,,,,14.34 g,,,68 g,,,,,,,,,,,,,,,8.84 g,,,,400.41 mg,,,,,,,,FALSO,FALSO,Valor único,73,8
2579,7289,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Pasta Seca - Wheat Dry Pasta,Wheat Dry Pasta,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.78 mg,,0.6 g,,,,525.3 kcal,28.9 g,,0.3 g,,,,,59 g,3.82 mg,,3.9 g,,,,,,,,,,,,1%,123.94 mg,,7.3 g,,,,39.43 mg,,,,,,,0.92 mg,FALSO,FALSO,Valor único,68,13
258,11300,"AZÚCARES, MIELES Y DULCES","SUGAR, HONEY AND CANDY",Miel De Maguey - Honey Maguey Juice,Honey Maguey Juice,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57 g,,,,254.37 kcal,0.13 g,,0 g,,,,,60.35 g,,,34 g,,,,,,,,,,,,,,,2.95 g,,,,0 mg,,,,,,,,FALSO,FALSO,Valor único,73,8
2580,7104,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Pastel Light - Wheat Lowfat Cake,Wheat Lowfat Cake,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19 g,,34.47 mg,,1.8 g,,,,195.6 kcal,3.2 g,,1.6 g,,,,,33.4 g,0.43 mg,,51.7 g,,,,,,17.89 mg,,,,,,1%,139.75 mg,,8.3 g,,,,147.83 mg,,,,,,,0.29 mg,FALSO,FALSO,Valor único,66,15
2581,333,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Pastelillos - Wheat Pastries,Wheat Pastries,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4 g,,,,423 kcal,19.1 g,,0.3 g,,,,,61.4 g,,,14.5 g,,,,,,,,,,,,1%,,,3.3 g,,,,,,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,73,8
2582,334,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Pastelillos - Wheat Pastries,Wheat Pastries,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2 g,,,,381 kcal,11.4 g,,1 g,,,,,67.1 g,,,14.6 g,,,,,,,,,,,,1%,,,4.7 g,,,,,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
2583,335,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Pastelillos - Wheat Pastries,Wheat Pastries,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6 g,,,,341 kcal,7.1 g,,0.3 g,,,,,67.2 g,,,18.6 g,,,,,,,,,,,,1%,,,4.2 g,,,,,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
2584,336,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Pastelillos - Wheat Pastries,Wheat Pastries,,"['3,34,35']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7 g,,0.35 mg,,167 kcal,11.7 g,,1 g,2 g,2.84 g,,,11.7 g,,,11.9 g,,,,,,,,,,,,1%,,,4.1 g,,,,,,,,,,,0.75 mg,VERDADERO,VERDADERO,Posibles valores repetidos,69,12
2585,337,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Pastelillos - Wheat Pastries,Wheat Pastries,,"['3,34,35']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8 g,,0.21 mg,,368 kcal,10.7 g,,0.5 g,0.5 g,1 g,,,66.8 g,,,16.9 g,,,,,,,,,,,,1%,,,3.3 g,,,,,,,,,,,0.75 mg,FALSO,VERDADERO,Posibles valores repetidos,69,12
2586,2586,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Pastelito Con Cobertura De Chocolate - Wheat Chocolate Icing Small Cake,Wheat Chocolate Icing Small Cake,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9 g,,,,414.3 kcal,21.1 g,,0.5 g,,,,,49.7 g,,,20.4 g,,,,,,,,,,,,1%,,,6.4 g,,,,,,,,,,,,FALSO,FALSO,Valor único,73,8
2587,338,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Pastelito De Chocolate - Wheat Small Chocolate Cake,Wheat Small Chocolate Cake,,"['3,34,35']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1 g,,0.45 mg,,314 kcal,23.3 g,,0.9 g,2 g,2.1 g,,,23.5 g,,,16.9 g,,,,,,,,,,,,1%,,,3.3 g,,,,,,,,,,,0.94 mg,VERDADERO,FALSO,Posibles valores repetidos,69,12
2588,339,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Pastelito De Chocolate - Wheat Small Chocolate Cake,Wheat Small Chocolate Cake,,"['37,40']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75 mg,,,,0.3 mg,,,,,,,,76 mg,,,2.4 mg,,,,,,,,40 mg,1 mg,,,0.9 g,1.8 g,1%,190 mg,,,,,,306 mg,,,,,,,1 mg,FALSO,VERDADERO,Posibles valores repetidos,69,12
2589,2587,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Polvorón Sabor Canela - Wheat Cinnamon-Flavored Crumb Cake,Wheat Cinnamon-Flavored Crumb Cake,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1 g,,,,491.8 kcal,23 g,,0.6 g,,,,,61.1 g,,,3.1 g,,,,,,,,,,,,1%,,,10.1 g,,,,,,,,,,,,FALSO,FALSO,Valor único,73,8
259,12162,"AZÚCARES, MIELES Y DULCES","SUGAR, HONEY AND CANDY",Miel De Maguey - Honey Maguey Juice,Honey Maguey Juice,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.25 mg,,3.3 g,,0 mg,,,0.35 g,,0 g,,,110.19 mg,,,1.76 mg,,,,,,,,42.35 mg,,,,,,,1105.06 mg,,,,,,26.61 mg,,,,,,,0 mg,FALSO,FALSO,Valor único,70,11
2590,2588,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Polvorón Sabor Coco - Wheat Coconut-Flavored Crumb Cake,Wheat Coconut-Flavored Crumb Cake,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 g,,,,489.5 kcal,23.1 g,,0.5 g,,,,,60.6 g,,,4 g,,,,,,,,,,,,1%,,,9.8 g,,,,,,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,73,8
2591,2589,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Polvorón Sabor Coco - Wheat Coconut-Flavored Crumb Cake,Wheat Coconut-Flavored Crumb Cake,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9 g,,,,493.6 kcal,23.2 g,,0.5 g,,,,,61.5 g,,,4.2 g,,,,,,,,,,,,1%,,,9.7 g,,,,,,,,,,,,FALSO,VERDADERO,Posibles valores repetidos,73,8
2592,2590,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Polvorón Sabor Miel - Wheat Honey-Flavored Crumb Cake,Wheat Honey-Flavored Crumb Cake,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 g,,,,495.2 kcal,23.2 g,,0.5 g,,,,,61.5 g,,,2.7 g,,,,,,,,,,,,1%,,,10.1 g,,,,,,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,73,8
2593,2591,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Polvorón Sabor Miel - Wheat Honey-Flavored Crumb Cake,Wheat Honey-Flavored Crumb Cake,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8 g,,,,495.3 kcal,23.3 g,,0.5 g,,,,,61.8 g,,,4 g,,,,,,,,,,,,1%,,,9.6 g,,,,,,,,,,,,FALSO,VERDADERO,Posibles valores repetidos,73,8
2594,2592,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,"Trigo Polvorón, Con Cacahuate - Wheat Crumb Cake With Peanuts",Wheat Crumb Cake With Peanuts,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 g,,,,490.8 kcal,23.2 g,,0.7 g,,,,,61.5 g,,,3.6 g,,,,,,,,,,,,1%,,,9 g,,,,,,,,,,,,FALSO,FALSO,Valor único,73,8
2595,2593,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,"Trigo Polvorón, Sabor Canela - Wheat Cinnamon-Flavored Crumb Cake",Wheat Cinnamon-Flavored Crumb Cake,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9 g,,,,477.7 kcal,21.3 g,,0.7 g,,,,,62.9 g,,,4.6 g,,,,,,,,,,,,1%,,,8.6 g,,,,,,,,,,,,FALSO,FALSO,Valor único,73,8
2596,2594,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,"Trigo Polvorón, Sabor Mantequilla - Wheat Butter-Flavored Crumb Cake",Wheat Butter-Flavored Crumb Cake,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4 g,,,,487 kcal,23 g,,0.7 g,,,,,63 g,,,4.9 g,,,,,,,,,,,,1%,,,7 g,,,,,,,,,,,,FALSO,FALSO,Valor único,73,8
2597,2595,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,"Trigo Polvorón, Sabor Naranja - Wheat Orange-Flavored Crumb Cake",Wheat Orange-Flavored Crumb Cake,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9 g,,,,485.3 kcal,22.5 g,,0.8 g,,,,,61.4 g,,,4.1 g,,,,,,,,,,,,1%,,,9.3 g,,,,,,,,,,,,FALSO,FALSO,Valor único,73,8
2598,2596,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,"Trigo Polvorón, Sabor Nuez - Wheat Nut-Flavored Crumb Cake",Wheat Nut-Flavored Crumb Cake,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 g,,,,484.1 kcal,22.9 g,,0.6 g,,,,,60.7 g,,,5 g,,,,,,,,,,,,1%,,,8.8 g,,,,,,,,,,,,FALSO,FALSO,Valor único,73,8
2599,2597,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,"Trigo Polvorón, Sabor Piña - Wheat Pineapple-Flavored Crumb Cake",Wheat Pineapple-Flavored Crumb Cake,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 g,,,,489.9 kcal,23.1 g,,0.7 g,,,,,61.4 g,,,3.7 g,,,,,,,,,,,,1%,,,9.1 g,,,,,,,,,,,,FALSO,FALSO,Valor único,73,8
26,768,ALGAS Y HONGOS,ALGAE AND FUNGI,Hongo Enchilado - Fungus Milk Cap,Fungus Milk Cap,"México, Distrito Federal",['5'],3315FUNGI,Lactarius salmonicolor,especie,Aceptado/Válido,"MycoBank, 2015","R. Heim & Leclair, 1953",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 mg,,0.4 g,,,,26 kcal,0.45 g,,0.53 g,,,64 mg,,4.82 g,3.08 mg,,91.8 g,,,,,,,,,4.88 mg,,,1%,,,2 g,0.42 mg,,,,0.22 mg,,,,,,,FALSO,FALSO,Valor único,67,14
260,2386,"AZÚCARES, MIELES Y DULCES","SUGAR, HONEY AND CANDY",Miel De Plátano - Honey Banana,Honey Banana,,['5'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7 g,,,,225 kcal,0 g,,0 g,,,,,56.66 g,,,38.2 g,,,,,,,,,,,,1%,,,1.44 g,,,,,,,,,,,,FALSO,FALSO,Valor único,73,8
2600,340,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Salvado - Wheat Bran,Wheat Bran,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255 mg,0.01 mg,6.4 g,,,,315 kcal,2.8 g,,11.1 g,,,1366 mg,,56.7 g,6.48 mg,,8.5 g,,,,,,,,,20.76 mg,,,1%,,,14.5 g,0.21 mg,,,,0.86 mg,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,66,15
2601,341,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Salvado - Wheat Bran,Wheat Bran,,"['37,40']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137 mg,,,,,,,,,,,,587 mg,,,14.6 mg,,,,,,,,,,,,28.7 g,32 g,1%,,,,,,,52 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,74,7
2602,342,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Salvado - Wheat Bran,Wheat Bran,,['5'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 mg,212 mg,,7.9 g,,,,316 kcal,1.3 g,,8.9 g,,,1114 mg,,69.08 g,13.1 mg,,7.7 g,,,,,,,,,18.7 mg,,,1%,,,5.12 g,0.28 mg,,,,0.36 mg,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,66,15
2603,2598,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Salvado - Wheat Bran,Wheat Bran,,['36'],,,,,,,,1.62 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03 mg,81.01 mg,,4.2 g,,,,321 kcal,4.3 g,,9.5 g,,,,,51.9 g,9.88 mg,,12.5 g,,,,,,,,,,,,1%,,,17.6 g,0.21 mg,,,,0.66 mg,,,,,,,FALSO,VERDADERO,Posibles valores repetidos,67,14
2604,7829,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Salvado Crudo - Wheat Bran,Wheat Bran,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7 g,,,,407 kcal,17.5 g,,4.5 g,,,,,48.9 g,,,6.7 g,,,,,,,,,,,,,,,14.7 g,,,,,,,,,,,,FALSO,FALSO,Valor único,74,7
2605,7831,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,"Trigo Salvado Desengrasado Y Tamizado - Wheat Deffated And Siffted, Bran","Wheat Deffated And Siffted, Bran",,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7 g,,,,336 kcal,4.6 g,,7.9 g,,,,,54.7 g,,,5.2 g,,,,,,,,,,,,,,,17.9 g,,,,,,,,,,,,FALSO,FALSO,Valor único,74,7
2606,7830,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,"Trigo Salvado Liofilizado - Wheat Bran, Lyophilized","Wheat Bran, Lyophilized",,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6 g,,,,382 kcal,7.1 g,,0 g,,,,,42.2 g,,,2.4 g,,,,,,,,,,,,,,,36.7 g,,,,,,,,,,,,FALSO,FALSO,Valor único,74,7
2607,402,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Sémola - Wheat Semola,Wheat Semola,,['22'],,,,,,,,,,,36.46 g / 100 g proteína,,,,,,,,,,,,3.2 g / 100 g proteína,,,,,,,,,,,,,,,3.04 g / 100 g proteína,,7.39 g / 100 g proteína,5.09 g / 100 g proteína,3.05 g / 100 g proteína,,,,,,3.56 g / 100 g proteína,,,,,4.54 g / 100 g proteína,,,,,11.75 g / 100 g proteína,,,1.82 g / 100 g proteína,,4.05 g / 100 g proteína,,6.78 g / 100 g proteína,1.93 g / 100 g proteína,,,,1.53 g / 100 g proteína,,,,,,3.73 g / 100 g proteína,,,,3.85 g / 100 g proteína,,,2.85 g / 100 g proteína,2.36 g / 100 g proteína,1.75 g / 100 g proteína,3.75 g / 100 g proteína,,,VERDADERO,FALSO,Posibles valores repetidos,61,20
2608,12481,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Sémola - Wheat Semola,Wheat Semola,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83 g,,,,352.5 kcal,1.74 g,,0.02 g,,,,,74.1 g,,,13.2 g,,,,,,,,,,,,,,,10.11 g,,,,,,,,,,,,FALSO,VERDADERO,Posibles valores repetidos,74,7
2609,397,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Solkirt - Wheat Grain (Solkirt),Wheat Grain (Solkirt),,['22'],,,,,,,,,,,4.67 g / 100 g proteína,,,,,,,,,,,,33.12 g / 100 g proteína,,,,,,,,,,,,,,,3.26 g / 100 g proteína,,7.42 g / 100 g proteína,4.27 g / 100 g proteína,3.98 g / 100 g proteína,,,,,,2.59 g / 100 g proteína,,,,,4.75 g / 100 g proteína,,,,,3.76 g / 100 g proteína,,,2.21 g / 100 g proteína,,3.82 g / 100 g proteína,,6.72 g / 100 g proteína,2.37 g / 100 g proteína,,,,1.68 g / 100 g proteína,,,,,,11.14 g / 100 g proteína,,,,5 g / 100 g proteína,,,2.67 g / 100 g proteína,2.77 g / 100 g proteína,1.53 g / 100 g proteína,4.46 g / 100 g proteína,,,FALSO,FALSO,Valor único,61,20
261,8197,"AZÚCARES, MIELES Y DULCES","SUGAR, HONEY AND CANDY",Miel Jarabe Con Propoleo Y Eucalipto - Honey Propolis And Eucalyptus Syrup,Honey Propolis And Eucalyptus Syrup,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1 g,,,,315 kcal,0.3 g,,0 g,,,,,80.6 g,,,18.8 g,,,,,,,,,,,,1%,,,0.2 g,,,,1.87 mg,,,,,,,,FALSO,FALSO,Valor único,72,9
2610,343,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Tortilla De Harina - Wheat Flour Tortilla,Wheat Flour Tortilla,,"['34,35']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23 mg,,,,,,4 g,4.1 g,,,,,,,,,,,,,,,,,,1%,,,,,,,,,,,,,,2.86 mg,VERDADERO,FALSO,Posibles valores repetidos,76,5
2611,344,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Tortilla De Harina - Wheat Flour Tortilla,Wheat Flour Tortilla,,"['37,40']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11 mg,,,,,,,,,,,,53 mg,,,1.7 mg,,,,,,,,,,,,0.6 g,1.4 g,1%,,,,,,,622 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,74,7
2612,345,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Tortilla De Harina - Wheat Flour Tortilla,Wheat Flour Tortilla,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4 g,,,,403 kcal,8.2 g,,0.4 g,,,,,55.8 g,,,25.8 g,,,,,,,,,,,,1%,,,25.8 g,,,,,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
2613,346,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Tortilla De Harina - Wheat Flour Tortilla,Wheat Flour Tortilla,Sonora,"['12,15.43']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3 mg,,3.01 g,,,,399 kcal,16.25 g,,0.45 g,,,160 mg,,53.22 g,2.18 mg,,17.1 g,,,,,,,,,,,,1%,213.4 mg,,9.96 g,0 mg,,,1372.8 mg,0.08 mg,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,66,15
2614,347,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Tortilla De Harina - Wheat Flour Tortilla,Wheat Flour Tortilla,Nuevo León,['1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 g,,,,,,0 g,,20 mg,,2.7 g,,,0 mg,366 kcal,18 g,,1 g,,2 g,,,42 g,1.3 mg,,26.8 g,,,,,,,,,,,,1%,,,9.4 g,,,,540 mg,,,,,,,,FALSO,VERDADERO,Posibles valores repetidos,66,15
2615,348,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Tortilla De Harina (Agua) - Wheat Flour Tortilla (Water),Wheat Flour Tortilla (Water),Sonora,"['13,43']",,,,,,,,0 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33 mg,0 mg,1.93 g,,,,271 kcal,4.45 g,,,,5.57 g,88 mg,,53.12 g,1.3 mg,,26.93 g,,,,,,9 mg,,,3.51 mg,,,1%,265 mg,,8 g,0.06 mg,,,579 mg,0.02 mg,,,,,,0.9 mg,FALSO,FALSO,Valor único,61,20
2616,349,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Tortilla De Harina (Comercial) - Wheat Flour Tortilla (Commercial),Wheat Flour Tortilla (Commercial),Sonora,"['13,43']",,,,,,,,0 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109 mg,0 mg,3.34 g,,,,295 kcal,9.78 g,,,,4.51 g,80 mg,,47.66 g,1.2 mg,,27.65 g,,,,,,22 mg,,,3.35 mg,,,1%,279 mg,,7.15 g,0.07 mg,,,760 mg,0.04 mg,,,,,,0.7 mg,FALSO,FALSO,Valor único,61,20
2617,350,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Tortilla De Harina (Manteca) - Wheat Lour Tortilla (Lard),Wheat Lour Tortilla (Lard),Sonora,"['13,43']",,,,,,,,0 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52 mg,0 mg,2.91 g,,,,362 kcal,16.21 g,,,,6.08 g,82 mg,,49.2 g,1.7 mg,,17.61 g,,,,,,23 mg,,,3.09 mg,,,1%,306 mg,,7.99 g,0.07 mg,,,781 mg,0.07 mg,,,,,,0.8 mg,FALSO,FALSO,Valor único,61,20
2618,351,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,Trigo Tortilla De Harina Con Azúcar Tostada - Wheat Flour Tortilla With Toasted Sugar,Wheat Flour Tortilla With Toasted Sugar,Nuevo León,['1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7 g,,,,,,20 g,,20 mg,,0.6 g,,,25.7 mg,529 kcal,26.7 g,,0.2 g,,0 g,,,62.8 g,0.6 mg,,0.3 g,,,,,,,,,,,,1%,,,7.7 g,,,,64.5 mg,,,,,,,,FALSO,FALSO,Valor único,66,15
2619,352,SEMILLAS DE CEREALES Y DERIVADOS,CEREALS AND BY-PRODUCTS,"Trigo Tortilla De Harina Integral - Wheat Whole, Flour Tortilla","Wheat Whole, Flour Tortilla",,"['34,35']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45 mg,,,,,,3.9 g,4.4 g,,,,,,,,,,,,,,,,,,1%,,,,,,,,,,,,,,3.13 mg,FALSO,FALSO,Valor único,76,5
262,2387,"AZÚCARES, MIELES Y DULCES","SUGAR, HONEY AND CANDY",Nieve Limón - Sherbert Lemon,Sherbert Lemon,,['36'],,,,,,,,0.65 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1 g,,,,70 kcal,0.1 g,,0.2 g,,,,,18 g,,,81.6 g,,,,,,,,,,,,1%,,,0 g,,,,,,,,,,,,FALSO,FALSO,Valor único,72,9
