conabio_id,clave_original,tipo_alimento,food_type,descripcion_alimento,food_description,procedencia,referencias_ids,taxon_id,taxon,categoria,estatus,fuente,nombre_autoridad,cites,Ácido ascórbico,Ácido  láurico,Ácido araquídico,Ácido aspártico,Ácido behénico,Ácido Butírico,Ácido caprico,Ácido caprílico,Ácido caproico,Ácido cis-10-heptadecanoico,Ácido cis-11-eicosenoico,Ácido cis-11;14-eicosatrienoico,Ácido cis-11;14;17-eicosatrienoico,Ácido elaídico,Ácido esteárico,Ácido glutámico,Ácido heneicosanoico,Ácido heptadecanoico,Ácido lignocérico,Ácido linoleico,Ácido linolénico,Ácido mirístico,Ácido oleico,Ácido palmítico,Ácido palmitoleico,Ácido pentadecanoico,Ácido tricosanoico,Ácido undecanoico,Ácido y-linolénico,Ácidos grasos saturados,Alanina,Almidón,Aminoácidos aromáticos totales,Aminoácidos azufrados totales,Arginina,Azúcares,Beta carotenos,Calcio,Carotenos,Cenizas,Cisteína,Cobre,Colesterol,Energía,Extracto etéreo,Fenilalanina,Fibra bruta,Fibra dietaria insoluble,Fibra dietaria total,Fósforo,Glicina,Hidratos de carbono,Hierro,Histidina,Humedad,Isoleucina,Lactosa,Leucina,Lisina,Litio,Magnesio,Manganeso,Metionina,Niacina,Polisacáridos no amiláceos insolubles,Polisacáridos no amiláceos totales,Porción comestible,Potasio,Prolina,Proteína bruta,Riboflavina (Vitamina B2),Selenio,Serina,Sodio,Tiamina (Vitamina B1),Tirosina,Treonina,Triptófano,Valina,Vitamina A,Zinc,Similar abajo?,Similar arriba?,Check for similar items,Columnas sin macro o micronutrientes,Columnas con macro o micronutrientes
1815,6767,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,"Cacao Chocolate En Polvo Para Preparar Bebida, Con Aglomerado - Cacao Cocoa Powder, With Agglomerates","Cacao Cocoa Powder, With Agglomerates",,['36'],,,,,,,,60.23 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,,,,,,,,0 mg,,,,,,,FALSO,FALSO,Valor único,78,3
1816,6768,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,"Cacao Chocolate En Polvo Para Preparar Bebida, Sin Aglomerado - Cacao Cocoa Powder, Without Agglomerates","Cacao Cocoa Powder, Without Agglomerates",,['36'],,,,,,,,89.4 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,,,,,,,,0 mg,,,,,,,FALSO,FALSO,Valor único,78,3
1817,6766,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,"Cacao Chocolate En Polvo, Adicionado Con Premezcla De Vit. Y Minerales - Cacao Cocoa Powder, Fortified With Of Vitamins And Minerals","Cacao Cocoa Powder, Fortified With Of Vitamins And Minerals",,['36'],,,,,,,,2.94 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.46 mg,,,,0.61 mg,,,,,,,,,,,7.82 mg,,,,,,,,77.17 mg,,,,,,1%,289.09 mg,,,0.21 mg,,,74.41 mg,,,,,,52.97 U.I.,1.54 mg,FALSO,FALSO,Valor único,70,11
1818,673,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Chocolate Sin Azúcar - Cacao Chocolate Without Sugar,Cacao Chocolate Without Sugar,Yucatán,['5'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134 mg,,3.7 g,,,,519 kcal,38.7 g,,4.36 g,,,15 mg,,36.24 g,4.3 mg,,3.2 g,,,,,,,,,2.12 mg,,,1%,,,13.8 g,0.09 mg,,,,0.16 mg,,,,,,,FALSO,FALSO,Valor único,67,14
1819,675,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Chocolate Sin Azúcar Amargo - Cacao Bitter Chocolate Without Sugar,Cacao Bitter Chocolate Without Sugar,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,,,9.87 g,,,,,,,,,,,,FALSO,FALSO,Valor único,79,2
182,2330,"AZÚCARES, MIELES Y DULCES","SUGAR, HONEY AND CANDY",Flan Mezcla Deshidratada Para Preparar - Baked Custard Powdered Ready-Mix,Baked Custard Powdered Ready-Mix,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1 g,,,,382 kcal,0 g,,,,,,,98.7 g,,,0.2 g,,,,,,,,,,,,1%,,,0 g,,,,,,,,,,,,FALSO,FALSO,Valor único,74,7
1820,674,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Chocolate Sin Azúcar Con Leche - Cacao Milk Chocolate Without Sugar,Cacao Milk Chocolate Without Sugar,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,,,11.56 g,,,,,,,,,,,,FALSO,FALSO,Valor único,79,2
1821,677,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Cocoa - Cacao Cocoa,Cacao Cocoa,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,,,12.16 g,,,,,,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,79,2
1822,678,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Cocoa - Cacao Cocoa,Cacao Cocoa,"México, Distrito Federal (mercado)",['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.33 g,,,,301 kcal,5.2 g,,13.97 g,,,,,46.33 g,,,7.36 g,,,,,,,,,,,,1%,,,19.81 g,,,,,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
1823,679,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Cocoa - Cacao Cocoa,Cacao Cocoa,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66 g,,,,312 kcal,1.88 g,,9.78 g,,,,,51.19 g,,,6.12 g,,,,,,,,,,,,1%,,,25.37 g,,,,,,,,,,,,FALSO,VERDADERO,Posibles valores repetidos,73,8
1824,676,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Cocoa (Parte Grasa Del Cacao) - Cacao Cocoa (Fat Portion Of Cacao),Cacao Cocoa (Fat Portion Of Cacao),,['5'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 mg,372 mg,,5.5 g,,,,355 kcal,4.17 g,,1.7 g,,,471 mg,,58.43 g,,,6.6 g,,,,,,,,,0.26 mg,,,1%,,,23.6 g,0.22 mg,,,,0.04 mg,,,,,,,FALSO,FALSO,Valor único,67,14
1825,680,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Cocoa En Polvo - Cacao Powdered Cocoa,Cacao Powdered Cocoa,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3 g,,,,311 kcal,5.2 g,,14 g,,,,,46.3 g,,,7.4 g,,,,,,,,,,,,1%,,,19.8 g,,,,,,,,,,,,FALSO,FALSO,Valor único,73,8
1826,681,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,"Cacao Criollo Con Cáscara - Cacao Creole, With Hull","Cacao Creole, With Hull",Yucatán,['5'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134 mg,,3 g,,,,551 kcal,47 g,,5.3 g,,,538 mg,,26.1 g,,,3.6 g,,,,,,,,,3 mg,,,0.90%,,,15 g,0.1 mg,,,,0.11 mg,,,,,,,FALSO,FALSO,Valor único,68,13
1827,682,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,"Cacao Criollo Sin Cáscara - Cacao Creole, Dehulled","Cacao Creole, Dehulled",Yucatán,['5'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85 mg,,4.3 g,,,,556 kcal,49.5 g,,4.5 g,,,,,21.1 g,3.14 mg,,4.6 g,,,,,,,,,0.62 mg,,,1%,,,16 g,0.11 mg,,,,0.27 mg,,,,,,,FALSO,FALSO,Valor único,68,13
1828,683,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Mezcla Deshidratada Para Bebida - Cacao Dry Blend For Beverage,Cacao Dry Blend For Beverage,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6 g,,,,290 kcal,8.1 g,,2.8 g,,,,,72.9 g,,,1 g,,,,,,,,,,,,1%,,,10.6 g,,,,,,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,73,8
1829,684,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Mezcla Deshidratada Para Bebida - Cacao Dry Blend For Beverage,Cacao Dry Blend For Beverage,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6 g,,,,257 kcal,0.4 g,,0.3 g,,,,,86.3 g,,,2.1 g,,,,,,,,,,,,1%,,,8.3 g,,,,,,,,,,,,FALSO,VERDADERO,Posibles valores repetidos,73,8
183,2331,"AZÚCARES, MIELES Y DULCES","SUGAR, HONEY AND CANDY",Flan Mezcla Deshidratada Para Preparar - Baked Custard Powdered Ready-Mix,Baked Custard Powdered Ready-Mix,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7 g,,,,381 kcal,0 g,,,,,,,98.5 g,,,0.4 g,,,,,,,,,,,,1%,,,0.4 g,,,,,,,,,,,,FALSO,FALSO,Valor único,74,7
1830,685,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Mezcla Deshidratada Para Bebida - Cacao Dry Blend For Beverage,Cacao Dry Blend For Beverage,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2 g,,,,275 kcal,3.1 g,,1 g,,,,,86.9 g,,,0.9 g,,,,,,,,,,,,1%,,,5.9 g,,,,,,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,73,8
1831,686,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Mezcla Deshidratada Para Bebida - Cacao Dry Blend For Beverage,Cacao Dry Blend For Beverage,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 g,,,,270 kcal,2.2 g,,1.7 g,,,,,89.5 g,,,1.4 g,,,,,,,,,,,,1%,,,4.2 g,,,,,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
1832,687,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Mezcla Deshidratada Para Bebida - Cacao Dry Blend For Beverage,Cacao Dry Blend For Beverage,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 g,,,,273 kcal,2.9 g,,0.5 g,,,,,86.1 g,,,1.7 g,,,,,,,,,,,,1%,,,6.8 g,,,,,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
1833,688,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Mezcla Deshidratada Para Bebida - Cacao Dry Blend For Beverage,Cacao Dry Blend For Beverage,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3 g,,,,274 kcal,3.7 g,,2.4 g,,,,,84.4 g,,,2 g,,,,,,,,,,,,1%,,,6.2 g,,,,,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
1834,689,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Mezcla Deshidratada Para Bebida - Cacao Dry Blend For Beverage,Cacao Dry Blend For Beverage,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6 g,,,,274 kcal,4.2 g,,1.1 g,,,,,76 g,,,1.5 g,,,,,,,,,,,,1%,,,13.6 g,,,,,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
1835,690,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Mezcla Deshidratada Para Bebida - Cacao Dry Blend For Beverage,Cacao Dry Blend For Beverage,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5 g,,,,276 kcal,3.6 g,,2.1 g,,,,,84.7 g,,,1.2 g,,,,,,,,,,,,1%,,,6.9 g,,,,,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
1836,691,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Mezcla Deshidratada Para Bebida - Cacao Dry Blend For Beverage,Cacao Dry Blend For Beverage,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3 g,,,,257 kcal,2.9 g,,1.9 g,,,,,69.2 g,,,3.7 g,,,,,,,,,,,,1%,,,19 g,,,,,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
1837,692,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Mezcla Deshidratada Para Bebida - Cacao Dry Blend For Beverage,Cacao Dry Blend For Beverage,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6 g,,,,311 kcal,11.5 g,,2.8 g,,,,,74 g,,,2.8 g,,,,,,,,,,,,1%,,,6.3 g,,,,,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
1838,693,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Mezcla Deshidratada Para Bebida - Cacao Dry Blend For Beverage,Cacao Dry Blend For Beverage,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5 g,,,,277 kcal,4.4 g,,1 g,,,,,81.4 g,,,1.2 g,,,,,,,,,,,,1%,,,8.5 g,,,,,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
1839,694,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Mezcla Deshidratada Para Bebida - Cacao Dry Blend For Beverage,Cacao Dry Blend For Beverage,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5 g,,,,289 kcal,6.7 g,,1.3 g,,,,,77.2 g,,,1.4 g,,,,,,,,,,,,1%,,,9.9 g,,,,,,,,,,,,FALSO,VERDADERO,Posibles valores repetidos,73,8
184,2332,"AZÚCARES, MIELES Y DULCES","SUGAR, HONEY AND CANDY",Flan Mezcla Deshidratada Para Preparar - Baked Custard Powdered Ready-Mix,Baked Custard Powdered Ready-Mix,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1 g,,,,378 kcal,0.8 g,,,,,,,95.7 g,,,0.3 g,,,,,,,,,,,,1%,,,0.1 g,,,,20.68 mg,,,,,,,,FALSO,FALSO,Valor único,73,8
1840,695,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Mezcla Deshidratada Para Bebida - Cacao Dry Blend For Beverage,Cacao Dry Blend For Beverage,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6 g,,,,266 kcal,5.4 g,,1.3 g,,,,,69.4 g,,,4.5 g,,,,,,,,,,,,1%,,,13.8 g,,,,,,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,73,8
1841,696,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Mezcla Deshidratada Para Bebida - Cacao Dry Blend For Beverage,Cacao Dry Blend For Beverage,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2 g,,,,275 kcal,4 g,,2.3 g,,,,,80 g,,,1 g,,,,,,,,,,,,1%,,,10.5 g,,,,,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
1842,697,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Mezcla Deshidratada Para Bebida - Cacao Dry Blend For Beverage,Cacao Dry Blend For Beverage,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3 g,,,,294 kcal,6.5 g,,0.5 g,,,,,79.2 g,,,0.8 g,,,,,,,,,,,,1%,,,10.7 g,,,,,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
1843,698,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Mezcla Deshidratada Para Bebida - Cacao Dry Blend For Beverage,Cacao Dry Blend For Beverage,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6 g,,,,273 kcal,4.5 g,,1.7 g,,,,,79.2 g,,,1.2 g,,,,,,,,,,,,1%,,,8.8 g,,,,,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
1844,699,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Mezcla Deshidratada Para Bebida - Cacao Dry Blend For Beverage,Cacao Dry Blend For Beverage,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9 g,,,,328 kcal,14.6 g,,0.5 g,,,,,65.8 g,,,0.8 g,,,,,,,,,,,,1%,,,11.4 g,,,,,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
1845,700,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Mezcla Deshidratada Para Bebida - Cacao Dry Blend For Beverage,Cacao Dry Blend For Beverage,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1 g,,,,281 kcal,4.7 g,,1.5 g,,,,,84.8 g,,,1.5 g,,,,,,,,,,,,1%,,,5.4 g,,,,,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
1846,701,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Mezcla Deshidratada Para Bebida - Cacao Dry Blend For Beverage,Cacao Dry Blend For Beverage,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4 g,,,,402 kcal,4 g,,1.7 g,,,,,87 g,15.96 mg,,1.6 g,,,,,,,,,19.3 mg,,,1%,,,4.3 g,1.66 mg,,,,,,,,,,8.88 mg,VERDADERO,VERDADERO,Posibles valores repetidos,69,12
1847,11844,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Mezcla Deshidratada Para Bebida - Cacao Dry Blend For Beverage,Cacao Dry Blend For Beverage,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.44 mg,,0.94 g,,0 mg,,408.49 kcal,3.17 g,,0 g,,,127.74 mg,,92.28 g,25.38 mg,,0.9 g,,,,,,52.63 mg,,,,,,,318.78 mg,,2.71 g,,,,13.13 mg,,,,,,,0.53 mg,FALSO,VERDADERO,Posibles valores repetidos,66,15
1848,702,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Pataste - Cacao Pataste,Cacao Pataste,Chiapas,['5'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 mg,249 mg,,0.9 g,,,,371 kcal,4.17 g,,1.38 g,,,74 mg,,81.04 g,1.6 mg,,10.7 g,,,,,,,,,0.84 mg,,,0.90%,,,1.81 g,0.09 mg,,,,0.03 mg,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,66,15
1849,555,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cacao Pataste - Cacao Pataste,Cacao Pataste,Chiapas,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 mg,65 mg,,3.2 g,,,,590 kcal,54.2 g,,2.6 g,,,549 mg,,16.22 g,3.4 mg,,3.6 g,,,,,,,,,0 mg,,,0.90%,,,20.18 g,1.56 mg,,,,0.34 mg,,,,,0.82 U.I.,,FALSO,VERDADERO,Posibles valores repetidos,65,16
185,2333,"AZÚCARES, MIELES Y DULCES","SUGAR, HONEY AND CANDY",Flan Mezcla Deshidratada Para Preparar - Baked Custard Powdered Ready-Mix,Baked Custard Powdered Ready-Mix,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1 g,,,,104 kcal,2 g,,,,,,,27 g,,,63.5 g,,,,,,,,,,,,1%,,,6.4 g,,,,,,,,,,,,FALSO,FALSO,Valor único,74,7
1850,706,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Cafe - Coffee,Coffee,Yucatán,['5'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98 mg,,3.9 g,,,,358 kcal,12 g,,25.5 g,,,156 mg,,52.6 g,23 mg,,6 g,,,,,,,,,1.13 mg,,,,,,12.5 g,0 mg,,,,0.02 mg,,,,,,,FALSO,FALSO,Valor único,68,13
1851,705,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Café Con Azúcar - Coffee With Sugar,Coffee With Sugar,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8 g,,,,348 kcal,11.3 g,,22.3 g,,,,,49.6 g,,,1.1 g,,,,,,,,,,,,1%,,,11.9 g,,,,,,,,,,,,FALSO,FALSO,Valor único,73,8
1852,6790,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,"Café De Altura, Tostado Y Molido Con Azúcar Caramelizada - Coffee High Altitude-Grown, Rosted And Ground With Caramelized Sugar","Coffee High Altitude-Grown, Rosted And Ground With Caramelized Sugar",,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8 g,,,,306.6 kcal,10.6 g,,23.3 g,,,,,41.9 g,,,4.5 g,,,,,,,,,,,,1%,,,10.9 g,,,,,,,,,,,,FALSO,FALSO,Valor único,73,8
1853,707,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Café Puro - Coffee Pure,Coffee Pure,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1 g,,,,337 kcal,15.1 g,,29.2 g,,,,,34.5 g,,,1.3 g,,,,,,,,,,,,1%,,,15.8 g,,,,,,,,,,,,FALSO,FALSO,Valor único,73,8
1854,14907,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Café  Grano Puro Tostado - Coffee Pure Rosted,Coffee Pure Rosted,"México, Distrito Federal",['36'],,,,,,,,,,,5.833 g / 100 g proteína,,,,,,,,,,,,14.138 g / 100 g proteína,,,,,,,,,,,,,,,3.711 g / 100 g proteína,,,,0.739 g / 100 g proteína,,,,,,1.229 g / 100 g proteína,,,,,3.725 g / 100 g proteína,,,,,5.134 g / 100 g proteína,,,0.682 g / 100 g proteína,,2.273 g / 100 g proteína,,6.48 g / 100 g proteína,0.89 g / 100 g proteína,,,,0.981 g / 100 g proteína,,,,,,3.894 g / 100 g proteína,,,,1.926 g / 100 g proteína,,,2.294 g / 100 g proteína,2.233 g / 100 g proteína,0.323 g / 100 g proteína,2.994 g / 100 g proteína,,,FALSO,FALSO,Valor único,63,18
1855,708,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Café Soluble - Coffee Soluble,Coffee Soluble,,['5'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 mg,147 mg,,5.8 g,,,,374 kcal,0.18 g,,0 g,,,202 mg,,82.92 g,7.15 mg,,1 g,,,,,,,,,35 mg,,,1%,,,10.1 g,,,,,,,,,,,,FALSO,FALSO,Valor único,68,13
1856,709,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,Café Tostado - Coffee Roasted,Coffee Roasted,Yucatán,['5'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 mg,145 mg,,5.1 g,,,,332 kcal,14.3 g,,23 g,,,196 mg,,39.1 g,21.4 mg,,3.2 g,,,,,,,,,36.83 mg,,,1%,,,15.3 g,,,,,,,,,,,,FALSO,FALSO,Valor único,68,13
1857,742,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,"Calabaza Criolla, Pelada Sin Tostar - Squash 'Creole, Non-Roasted Dehulled Seed","Squash 'Creole, Non-Roasted Dehulled Seed",,['36'],,,,,,,,,,,7.95 g / 100 g proteína,,,,,,,,,,,,17.75 g / 100 g proteína,,,,,,,,,,,,,,,4.12 g / 100 g proteína,,9.28 g / 100 g proteína,7.47 g / 100 g proteína,12.9 g / 100 g proteína,,,,,,3.05 g / 100 g proteína,,,,,6.08 g / 100 g proteína,,,,,4.71 g / 100 g proteína,,,2.07 g / 100 g proteína,,3.23 g / 100 g proteína,,6.53 g / 100 g proteína,3.28 g / 100 g proteína,,,,4.42 g / 100 g proteína,,,,,,3.16 g / 100 g proteína,,,,4.63 g / 100 g proteína,,,3.2 g / 100 g proteína,2.65 g / 100 g proteína,2.38 g / 100 g proteína,4.1 g / 100 g proteína,,,FALSO,FALSO,Valor único,61,20
1858,741,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,"Calabaza Criolla, Pelada Tostada - Squash Creole, Roasted Dehulled Seed","Squash Creole, Roasted Dehulled Seed",,['36'],,,,,,,,,,,8.13 g / 100 g proteína,,,,,,,,,,,,17.97 g / 100 g proteína,,,,,,,,,,,,,,,4.2 g / 100 g proteína,,9.05 g / 100 g proteína,7.62 g / 100 g proteína,13.28 g / 100 g proteína,,,,,,3.07 g / 100 g proteína,,,,,5.87 g / 100 g proteína,,,,,4.84 g / 100 g proteína,,,2.1 g / 100 g proteína,,3.34 g / 100 g proteína,,6.65 g / 100 g proteína,3.27 g / 100 g proteína,,,,4.55 g / 100 g proteína,,,,,,3.2 g / 100 g proteína,,,,4.54 g / 100 g proteína,,,3.18 g / 100 g proteína,3.18 g / 100 g proteína,2.38 g / 100 g proteína,4.22 g / 100 g proteína,,,FALSO,FALSO,Valor único,61,20
1859,710,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,"Calabaza De Castilla, Semilla - Squash Seed, Castilian","Squash Seed, Castilian",Morelos,['5'],,,,,,,,0 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05 mg,39 mg,,5.1 g,,,,,,,,,,834 mg,,,11 mg,,4.9 g,,,,,,,,,2.3 mg,,,0.70%,,,31 g,0.17 mg,,,,0.26 mg,,,,,,,FALSO,FALSO,Valor único,69,12
186,2334,"AZÚCARES, MIELES Y DULCES","SUGAR, HONEY AND CANDY",Flan Mezcla Deshidratada Para Preparar - Baked Custard Powdered Ready-Mix,Baked Custard Powdered Ready-Mix,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9 g,,,,104 kcal,3.2 g,,,,,,,27 g,,,65.4 g,,,,,,,,,,,,1%,,,3.5 g,,,,,,,,,,,,FALSO,FALSO,Valor único,74,7
1860,711,OTRAS SEMILLAS,MISCELLANEOUS SEEDS,"Calabaza De India, Semilla - Squash Seed, India","Squash Seed, India",Morelos,['5'],,,,,,,,0.1 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06 mg,37 mg,,4.9 g,,,,,,,,,,655 mg,,,8.9 mg,,4.2 g,,,,,,,,,3.28 mg,,,,,,32.3 g,0.23 mg,,,,0.36 mg,,,,,,,FALSO,FALSO,Valor único,70,11
